in s,M2 in V
4.673772E-01,-1.5794067E+00
4.673868E-01,-1.5793152E+00
4.673964E-01,-1.5793152E+00
4.674060E-01,-1.5792542E+00
4.674156E-01,-1.5794067E+00
4.674252E-01,-1.5792236E+00
4.674348E-01,-1.5793152E+00
4.674444E-01,-1.5792542E+00
4.674540E-01,-1.5792847E+00
4.674636E-01,-1.5793457E+00
4.674732E-01,-1.5793762E+00
4.674828E-01,-1.5793762E+00
4.674924E-01,-1.5794678E+00
4.675020E-01,-1.5794983E+00
4.675116E-01,-1.5794983E+00
4.675212E-01,-1.5795898E+00
4.675308E-01,-1.5795593E+00
4.675404E-01,-1.5795898E+00
4.675500E-01,-1.5795898E+00
4.675596E-01,-1.5796204E+00
4.675692E-01,-1.5794678E+00
4.675788E-01,-1.5795288E+00
4.675884E-01,-1.5795288E+00
4.675980E-01,-1.5794373E+00
4.676076E-01,-1.5794373E+00
4.676172E-01,-1.5794983E+00
4.676268E-01,-1.5794067E+00
4.676364E-01,-1.5794983E+00
4.676460E-01,-1.5795593E+00
4.676556E-01,-1.5795288E+00
4.676652E-01,-1.5793152E+00
4.676748E-01,-1.5793152E+00
4.676844E-01,-1.5793457E+00
4.676940E-01,-1.5793152E+00
4.677036E-01,-1.5793457E+00
4.677132E-01,-1.5794067E+00
4.677228E-01,-1.5795593E+00
4.677324E-01,-1.5796509E+00
4.677420E-01,-1.5795593E+00
4.677516E-01,-1.5795593E+00
4.677612E-01,-1.5794983E+00
4.677708E-01,-1.5794983E+00
4.677804E-01,-1.5795593E+00
4.677900E-01,-1.5794983E+00
4.677996E-01,-1.5794678E+00
4.678092E-01,-1.5793762E+00
4.678188E-01,-1.5793762E+00
4.678284E-01,-1.5793457E+00
4.678380E-01,-1.5792847E+00
4.678476E-01,-1.5792236E+00
4.678572E-01,-1.5794373E+00
4.678668E-01,-1.5794067E+00
4.678764E-01,-1.5794373E+00
4.678860E-01,-1.5794067E+00
4.678956E-01,-1.5794983E+00
4.679052E-01,-1.5794373E+00
4.679148E-01,-1.5794373E+00
4.679244E-01,-1.5794373E+00
4.679340E-01,-1.5793152E+00
4.679436E-01,-1.5792847E+00
4.679532E-01,-1.5794678E+00
4.679628E-01,-1.5794067E+00
4.679724E-01,-1.5793762E+00
4.679820E-01,-1.5794373E+00
4.679916E-01,-1.5793762E+00
4.680012E-01,-1.5793762E+00
4.680108E-01,-1.5793152E+00
4.680204E-01,-1.5794373E+00
4.680300E-01,-1.5794067E+00
4.680396E-01,-1.5794067E+00
4.680492E-01,-1.5794067E+00
4.680588E-01,-1.5794678E+00
4.680684E-01,-1.5794983E+00
4.680780E-01,-1.5795593E+00
4.680876E-01,-1.5794678E+00
4.680972E-01,-1.5792847E+00
4.681068E-01,-1.5793152E+00
4.681164E-01,-1.5793457E+00
4.681260E-01,-1.5793152E+00
4.681356E-01,-1.5792236E+00
4.681452E-01,-1.5792847E+00
4.681548E-01,-1.5793457E+00
4.681644E-01,-1.5795288E+00
4.681740E-01,-1.5792847E+00
4.681836E-01,-1.5793152E+00
4.681932E-01,-1.5793457E+00
4.682028E-01,-1.5792542E+00
4.682124E-01,-1.5792542E+00
4.682220E-01,-1.5792847E+00
4.682316E-01,-1.5792236E+00
4.682412E-01,-1.5792542E+00
4.682508E-01,-1.5792847E+00
4.682604E-01,-1.5792542E+00
4.682700E-01,-1.5792236E+00
4.682796E-01,-1.5791931E+00
4.682892E-01,-1.5792847E+00
4.682988E-01,-1.5792236E+00
4.683084E-01,-1.5793152E+00
4.683180E-01,-1.5794067E+00
4.683276E-01,-1.5793152E+00
4.683372E-01,-1.5793457E+00
4.683468E-01,-1.5793152E+00
4.683564E-01,-1.5792542E+00
4.683660E-01,-1.5793152E+00
4.683756E-01,-1.5793457E+00
4.683852E-01,-1.5792847E+00
4.683948E-01,-1.5792542E+00
4.684044E-01,-1.5792847E+00
4.684140E-01,-1.5793762E+00
4.684236E-01,-1.5795288E+00
4.684332E-01,-1.5794983E+00
4.684428E-01,-1.5793152E+00
4.684524E-01,-1.5794678E+00
4.684620E-01,-1.5795593E+00
4.684716E-01,-1.5794983E+00
4.684812E-01,-1.5794678E+00
4.684908E-01,-1.5794373E+00
4.685004E-01,-1.5794067E+00
4.685100E-01,-1.5793457E+00
4.685196E-01,-1.5794067E+00
4.685292E-01,-1.5794678E+00
4.685388E-01,-1.5793152E+00
4.685484E-01,-1.5792542E+00
4.685580E-01,-1.5791626E+00
4.685676E-01,-1.5791016E+00
4.685772E-01,-1.5791321E+00
4.685868E-01,-1.5791016E+00
4.685964E-01,-1.5791016E+00
4.686060E-01,-1.5791016E+00
4.686156E-01,-1.5792542E+00
4.686252E-01,-1.5792847E+00
4.686348E-01,-1.5792847E+00
4.686444E-01,-1.5794373E+00
4.686540E-01,-1.5793762E+00
4.686636E-01,-1.5793457E+00
4.686732E-01,-1.5794373E+00
4.686828E-01,-1.5794067E+00
4.686924E-01,-1.5793152E+00
4.687020E-01,-1.5792542E+00
4.687116E-01,-1.5791626E+00
4.687212E-01,-1.5792847E+00
4.687308E-01,-1.5792542E+00
4.687404E-01,-1.5792847E+00
4.687500E-01,-1.5793762E+00
4.687596E-01,-1.5793457E+00
4.687692E-01,-1.5793762E+00
4.687788E-01,-1.5794983E+00
4.687884E-01,-1.5794983E+00
4.687980E-01,-1.5794067E+00
4.688076E-01,-1.5794678E+00
4.688172E-01,-1.5794067E+00
4.688268E-01,-1.5794067E+00
4.688364E-01,-1.5793152E+00
4.688460E-01,-1.5793457E+00
4.688556E-01,-1.5793762E+00
4.688652E-01,-1.5792236E+00
4.688748E-01,-1.5792236E+00
4.688844E-01,-1.5793152E+00
4.688940E-01,-1.5791321E+00
4.689036E-01,-1.5792542E+00
4.689132E-01,-1.5792847E+00
4.689228E-01,-1.5793457E+00
4.689324E-01,-1.5793457E+00
4.689420E-01,-1.5793457E+00
4.689516E-01,-1.5794373E+00
4.689612E-01,-1.5792236E+00
4.689708E-01,-1.5793762E+00
4.689804E-01,-1.5794678E+00
4.689900E-01,-1.5795593E+00
4.689996E-01,-1.5796204E+00
4.690092E-01,-1.5794983E+00
4.690188E-01,-1.5793762E+00
4.690284E-01,-1.5793152E+00
4.690380E-01,-1.5793762E+00
4.690476E-01,-1.5794067E+00
4.690572E-01,-1.5793457E+00
4.690668E-01,-1.5794373E+00
4.690764E-01,-1.5794373E+00
4.690860E-01,-1.5795593E+00
4.690956E-01,-1.5794373E+00
4.691052E-01,-1.5794067E+00
4.691148E-01,-1.5794067E+00
4.691244E-01,-1.5792542E+00
4.691340E-01,-1.5793762E+00
4.691436E-01,-1.5794067E+00
4.691532E-01,-1.5793762E+00
4.691628E-01,-1.5794983E+00
4.691724E-01,-1.5794678E+00
4.691820E-01,-1.5794983E+00
4.691916E-01,-1.5794983E+00
4.692012E-01,-1.5794678E+00
4.692108E-01,-1.5793152E+00
4.692204E-01,-1.5792847E+00
4.692300E-01,-1.5794373E+00
4.692396E-01,-1.5795288E+00
4.692492E-01,-1.5794678E+00
4.692588E-01,-1.5795288E+00
4.692684E-01,-1.5795593E+00
4.692780E-01,-1.5794678E+00
4.692876E-01,-1.5794067E+00
4.692972E-01,-1.5794067E+00
4.693068E-01,-1.5793762E+00
4.693164E-01,-1.5793762E+00
4.693260E-01,-1.5793762E+00
4.693356E-01,-1.5794678E+00
4.693452E-01,-1.5793762E+00
4.693548E-01,-1.5794373E+00
4.693644E-01,-1.5792847E+00
4.693740E-01,-1.5792847E+00
4.693836E-01,-1.5794983E+00
4.693932E-01,-1.5794983E+00
4.694028E-01,-1.5795288E+00
4.694124E-01,-1.5795593E+00
4.694220E-01,-1.5795593E+00
4.694316E-01,-1.5794373E+00
4.694412E-01,-1.5793762E+00
4.694508E-01,-1.5792236E+00
4.694604E-01,-1.5794067E+00
4.694700E-01,-1.5794373E+00
4.694796E-01,-1.5794067E+00
4.694892E-01,-1.5794678E+00
4.694988E-01,-1.5794983E+00
4.695084E-01,-1.5793762E+00
4.695180E-01,-1.5794067E+00
4.695276E-01,-1.5792847E+00
4.695372E-01,-1.5793152E+00
4.695468E-01,-1.5793762E+00
4.695564E-01,-1.5794067E+00
4.695660E-01,-1.5792847E+00
4.695756E-01,-1.5793457E+00
4.695852E-01,-1.5793762E+00
4.695948E-01,-1.5793152E+00
4.696044E-01,-1.5795593E+00
4.696140E-01,-1.5795288E+00
4.696236E-01,-1.5794373E+00
4.696332E-01,-1.5794983E+00
4.696428E-01,-1.5795288E+00
4.696524E-01,-1.5795898E+00
4.696620E-01,-1.5796509E+00
4.696716E-01,-1.5795288E+00
4.696812E-01,-1.5794373E+00
4.696908E-01,-1.5794678E+00
4.697004E-01,-1.5794678E+00
4.697100E-01,-1.5794678E+00
4.697196E-01,-1.5794067E+00
4.697292E-01,-1.5794678E+00
4.697388E-01,-1.5793457E+00
4.697484E-01,-1.5793457E+00
4.697580E-01,-1.5794373E+00
4.697676E-01,-1.5793152E+00
4.697772E-01,-1.5792542E+00
4.697868E-01,-1.5793457E+00
4.697964E-01,-1.5793457E+00
4.698060E-01,-1.5794067E+00
4.698156E-01,-1.5793457E+00
4.698252E-01,-1.5793152E+00
4.698348E-01,-1.5793152E+00
4.698444E-01,-1.5794678E+00
4.698540E-01,-1.5794373E+00
4.698636E-01,-1.5794983E+00
4.698732E-01,-1.5795288E+00
4.698828E-01,-1.5795593E+00
4.698924E-01,-1.5795898E+00
4.699020E-01,-1.5795288E+00
4.699116E-01,-1.5794067E+00
4.699212E-01,-1.5793762E+00
4.699308E-01,-1.5793762E+00
4.699404E-01,-1.5793762E+00
4.699500E-01,-1.5794067E+00
4.699596E-01,-1.5793152E+00
4.699692E-01,-1.5791626E+00
4.699788E-01,-1.5792847E+00
4.699884E-01,-1.5792847E+00
4.699980E-01,-1.5794373E+00
4.700076E-01,-1.5793457E+00
4.700172E-01,-1.5793152E+00
4.700268E-01,-1.5792847E+00
4.700364E-01,-1.5794067E+00
4.700460E-01,-1.5793457E+00
4.700556E-01,-1.5794373E+00
4.700652E-01,-1.5794067E+00
4.700748E-01,-1.5794067E+00
4.700844E-01,-1.5795593E+00
4.700940E-01,-1.5795288E+00
4.701036E-01,-1.5795593E+00
4.701132E-01,-1.5794067E+00
4.701228E-01,-1.5794067E+00
4.701324E-01,-1.5793762E+00
4.701420E-01,-1.5793152E+00
4.701516E-01,-1.5792542E+00
4.701612E-01,-1.5793152E+00
4.701708E-01,-1.5794067E+00
4.701804E-01,-1.5795288E+00
4.701900E-01,-1.5795898E+00
4.701996E-01,-1.5794983E+00
4.702092E-01,-1.5794373E+00
4.702188E-01,-1.5794067E+00
4.702284E-01,-1.5794983E+00
4.702380E-01,-1.5794983E+00
4.702476E-01,-1.5793457E+00
4.702572E-01,-1.5792542E+00
4.702668E-01,-1.5791321E+00
4.702764E-01,-1.5792236E+00
4.702860E-01,-1.5792542E+00
4.702956E-01,-1.5792542E+00
4.703052E-01,-1.5793762E+00
4.703148E-01,-1.5794067E+00
4.703244E-01,-1.5793762E+00
4.703340E-01,-1.5793457E+00
4.703436E-01,-1.5794373E+00
4.703532E-01,-1.5794067E+00
4.703628E-01,-1.5792847E+00
4.703724E-01,-1.5793457E+00
4.703820E-01,-1.5794067E+00
4.703916E-01,-1.5794678E+00
4.704012E-01,-1.5794678E+00
4.704108E-01,-1.5794067E+00
4.704204E-01,-1.5794067E+00
4.704300E-01,-1.5794067E+00
4.704396E-01,-1.5794983E+00
4.704492E-01,-1.5792542E+00
4.704588E-01,-1.5793457E+00
4.704684E-01,-1.5792847E+00
4.704780E-01,-1.5794067E+00
4.704876E-01,-1.5793457E+00
4.704972E-01,-1.5793762E+00
4.705068E-01,-1.5793152E+00
4.705164E-01,-1.5793457E+00
4.705260E-01,-1.5792847E+00
4.705356E-01,-1.5792542E+00
4.705452E-01,-1.5793762E+00
4.705548E-01,-1.5793457E+00
4.705644E-01,-1.5794678E+00
4.705740E-01,-1.5794067E+00
4.705836E-01,-1.5794373E+00
4.705932E-01,-1.5793762E+00
4.706028E-01,-1.5794373E+00
4.706124E-01,-1.5794678E+00
4.706220E-01,-1.5793762E+00
4.706316E-01,-1.5792542E+00
4.706412E-01,-1.5793152E+00
4.706508E-01,-1.5793762E+00
4.706604E-01,-1.5795288E+00
4.706700E-01,-1.5795288E+00
4.706796E-01,-1.5794067E+00
4.706892E-01,-1.5793457E+00
4.706988E-01,-1.5793152E+00
4.707084E-01,-1.5793457E+00
4.707180E-01,-1.5794373E+00
4.707276E-01,-1.5793457E+00
4.707372E-01,-1.5794373E+00
4.707468E-01,-1.5793762E+00
4.707564E-01,-1.5794983E+00
4.707660E-01,-1.5793457E+00
4.707756E-01,-1.5792847E+00
4.707852E-01,-1.5794983E+00
4.707948E-01,-1.5793152E+00
4.708044E-01,-1.5792847E+00
4.708140E-01,-1.5792542E+00
4.708236E-01,-1.5792542E+00
4.708332E-01,-1.5793762E+00
4.708428E-01,-1.5794373E+00
4.708524E-01,-1.5794067E+00
4.708620E-01,-1.5794983E+00
4.708716E-01,-1.5795288E+00
4.708812E-01,-1.5794067E+00
4.708908E-01,-1.5793457E+00
4.709004E-01,-1.5794067E+00
4.709100E-01,-1.5793457E+00
4.709196E-01,-1.5793762E+00
4.709292E-01,-1.5794373E+00
4.709388E-01,-1.5794067E+00
4.709484E-01,-1.5793762E+00
4.709580E-01,-1.5794678E+00
4.709676E-01,-1.5794373E+00
4.709772E-01,-1.5794373E+00
4.709868E-01,-1.5794983E+00
4.709964E-01,-1.5793457E+00
4.710060E-01,-1.5794678E+00
4.710156E-01,-1.5794678E+00
4.710252E-01,-1.5794067E+00
4.710348E-01,-1.5793457E+00
4.710444E-01,-1.5794678E+00
4.710540E-01,-1.5793762E+00
4.710636E-01,-1.5793457E+00
4.710732E-01,-1.5792847E+00
4.710828E-01,-1.5792542E+00
4.710924E-01,-1.5792847E+00
4.711020E-01,-1.5794678E+00
4.711116E-01,-1.5794067E+00
4.711212E-01,-1.5794067E+00
4.711308E-01,-1.5792847E+00
4.711404E-01,-1.5793762E+00
4.711500E-01,-1.5793762E+00
4.711596E-01,-1.5794067E+00
4.711692E-01,-1.5793457E+00
4.711788E-01,-1.5793457E+00
4.711884E-01,-1.5793762E+00
4.711980E-01,-1.5795593E+00
4.712076E-01,-1.5795593E+00
4.712172E-01,-1.5795593E+00
4.712268E-01,-1.5795288E+00
4.712364E-01,-1.5794983E+00
4.712460E-01,-1.5793762E+00
4.712556E-01,-1.5794373E+00
4.712652E-01,-1.5796204E+00
4.712748E-01,-1.5797119E+00
4.712844E-01,-1.5796814E+00
4.712940E-01,-1.5797729E+00
4.713036E-01,-1.5795593E+00
4.713132E-01,-1.5795593E+00
4.713228E-01,-1.5794983E+00
4.713324E-01,-1.5794373E+00
4.713420E-01,-1.5794678E+00
4.713516E-01,-1.5795593E+00
4.713612E-01,-1.5795593E+00
4.713708E-01,-1.5796509E+00
4.713804E-01,-1.5797424E+00
4.713900E-01,-1.5796814E+00
4.713996E-01,-1.5796814E+00
4.714092E-01,-1.5795288E+00
4.714188E-01,-1.5795898E+00
4.714284E-01,-1.5794983E+00
4.714380E-01,-1.5795288E+00
4.714476E-01,-1.5794678E+00
4.714572E-01,-1.5794067E+00
4.714668E-01,-1.5794983E+00
4.714764E-01,-1.5793762E+00
4.714860E-01,-1.5794067E+00
4.714956E-01,-1.5795288E+00
4.715052E-01,-1.5795288E+00
4.715148E-01,-1.5793457E+00
4.715244E-01,-1.5793762E+00
4.715340E-01,-1.5794983E+00
4.715436E-01,-1.5793457E+00
4.715532E-01,-1.5793762E+00
4.715628E-01,-1.5794067E+00
4.715724E-01,-1.5794067E+00
4.715820E-01,-1.5793762E+00
4.715916E-01,-1.5793152E+00
4.716012E-01,-1.5793457E+00
4.716108E-01,-1.5793152E+00
4.716204E-01,-1.5792542E+00
4.716300E-01,-1.5795898E+00
4.716396E-01,-1.5793762E+00
4.716492E-01,-1.5794067E+00
4.716588E-01,-1.5793457E+00
4.716684E-01,-1.5792236E+00
4.716780E-01,-1.5792542E+00
4.716876E-01,-1.5793152E+00
4.716972E-01,-1.5793457E+00
4.717068E-01,-1.5794067E+00
4.717164E-01,-1.5793457E+00
4.717260E-01,-1.5794373E+00
4.717356E-01,-1.5794373E+00
4.717452E-01,-1.5794373E+00
4.717548E-01,-1.5794067E+00
4.717644E-01,-1.5794373E+00
4.717740E-01,-1.5794373E+00
4.717836E-01,-1.5794373E+00
4.717932E-01,-1.5795288E+00
4.718028E-01,-1.5794983E+00
4.718124E-01,-1.5794983E+00
4.718220E-01,-1.5795288E+00
4.718316E-01,-1.5795288E+00
4.718412E-01,-1.5794983E+00
4.718508E-01,-1.5795593E+00
4.718604E-01,-1.5795898E+00
4.718700E-01,-1.5794373E+00
4.718796E-01,-1.5794983E+00
4.718892E-01,-1.5794678E+00
4.718988E-01,-1.5794373E+00
4.719084E-01,-1.5794373E+00
4.719180E-01,-1.5794678E+00
4.719276E-01,-1.5794373E+00
4.719372E-01,-1.5794373E+00
4.719468E-01,-1.5794067E+00
4.719564E-01,-1.5795593E+00
4.719660E-01,-1.5794067E+00
4.719756E-01,-1.5793457E+00
4.719852E-01,-1.5792847E+00
4.719948E-01,-1.5793152E+00
4.720044E-01,-1.5792847E+00
4.720140E-01,-1.5792236E+00
4.720236E-01,-1.5794067E+00
4.720332E-01,-1.5793457E+00
4.720428E-01,-1.5793457E+00
4.720524E-01,-1.5793457E+00
4.720620E-01,-1.5792847E+00
4.720716E-01,-1.5794373E+00
4.720812E-01,-1.5793457E+00
4.720908E-01,-1.5793762E+00
4.721004E-01,-1.5793457E+00
4.721100E-01,-1.5794373E+00
4.721196E-01,-1.5794678E+00
4.721292E-01,-1.5794373E+00
4.721388E-01,-1.5794678E+00
4.721484E-01,-1.5794678E+00
4.721580E-01,-1.5794373E+00
4.721676E-01,-1.5793762E+00
4.721772E-01,-1.5794373E+00
4.721868E-01,-1.5795288E+00
4.721964E-01,-1.5795593E+00
4.722060E-01,-1.5795288E+00
4.722156E-01,-1.5794678E+00
4.722252E-01,-1.5794373E+00
4.722348E-01,-1.5795288E+00
4.722444E-01,-1.5794983E+00
4.722540E-01,-1.5797119E+00
4.722636E-01,-1.5794373E+00
4.722732E-01,-1.5794373E+00
4.722828E-01,-1.5794983E+00
4.722924E-01,-1.5794983E+00
4.723020E-01,-1.5794678E+00
4.723116E-01,-1.5793762E+00
4.723212E-01,-1.5794067E+00
4.723308E-01,-1.5793457E+00
4.723404E-01,-1.5793762E+00
4.723500E-01,-1.5794373E+00
4.723596E-01,-1.5794373E+00
4.723692E-01,-1.5795288E+00
4.723788E-01,-1.5794983E+00
4.723884E-01,-1.5795593E+00
4.723980E-01,-1.5794067E+00
4.724076E-01,-1.5794678E+00
4.724172E-01,-1.5794983E+00
4.724268E-01,-1.5794678E+00
4.724364E-01,-1.5794678E+00
4.724460E-01,-1.5795288E+00
4.724556E-01,-1.5794983E+00
4.724652E-01,-1.5795898E+00
4.724748E-01,-1.5795593E+00
4.724844E-01,-1.5795593E+00
4.724940E-01,-1.5795288E+00
4.725036E-01,-1.5794983E+00
4.725132E-01,-1.5795593E+00
4.725228E-01,-1.5795288E+00
4.725324E-01,-1.5795288E+00
4.725420E-01,-1.5794678E+00
4.725516E-01,-1.5794983E+00
4.725612E-01,-1.5796204E+00
4.725708E-01,-1.5795288E+00
4.725804E-01,-1.5794678E+00
4.725900E-01,-1.5793762E+00
4.725996E-01,-1.5793762E+00
4.726092E-01,-1.5794067E+00
4.726188E-01,-1.5794067E+00
4.726284E-01,-1.5795288E+00
4.726380E-01,-1.5794983E+00
4.726476E-01,-1.5794067E+00
4.726572E-01,-1.5793762E+00
4.726668E-01,-1.5794678E+00
4.726764E-01,-1.5793457E+00
4.726860E-01,-1.5794373E+00
4.726956E-01,-1.5794983E+00
4.727052E-01,-1.5794678E+00
4.727148E-01,-1.5793762E+00
4.727244E-01,-1.5794983E+00
4.727340E-01,-1.5793762E+00
4.727436E-01,-1.5793762E+00
4.727532E-01,-1.5794678E+00
4.727628E-01,-1.5794678E+00
4.727724E-01,-1.5794983E+00
4.727820E-01,-1.5794983E+00
4.727916E-01,-1.5794373E+00
4.728012E-01,-1.5793457E+00
4.728108E-01,-1.5795288E+00
4.728204E-01,-1.5794678E+00
4.728300E-01,-1.5794373E+00
4.728396E-01,-1.5793457E+00
4.728492E-01,-1.5795288E+00
4.728588E-01,-1.5794067E+00
4.728684E-01,-1.5795593E+00
4.728780E-01,-1.5796204E+00
4.728876E-01,-1.5796509E+00
4.728972E-01,-1.5795898E+00
4.729068E-01,-1.5794678E+00
4.729164E-01,-1.5793457E+00
4.729260E-01,-1.5793152E+00
4.729356E-01,-1.5793762E+00
4.729452E-01,-1.5793762E+00
4.729548E-01,-1.5793762E+00
4.729644E-01,-1.5794067E+00
4.729740E-01,-1.5794067E+00
4.729836E-01,-1.5794983E+00
4.729932E-01,-1.5795288E+00
4.730028E-01,-1.5796509E+00
4.730124E-01,-1.5795593E+00
4.730220E-01,-1.5795288E+00
4.730316E-01,-1.5795288E+00
4.730412E-01,-1.5794678E+00
4.730508E-01,-1.5795288E+00
4.730604E-01,-1.5794678E+00
4.730700E-01,-1.5794373E+00
4.730796E-01,-1.5794678E+00
4.730892E-01,-1.5794678E+00
4.730988E-01,-1.5794983E+00
4.731084E-01,-1.5794678E+00
4.731180E-01,-1.5795288E+00
4.731276E-01,-1.5794067E+00
4.731372E-01,-1.5794678E+00
4.731468E-01,-1.5794678E+00
4.731564E-01,-1.5794067E+00
4.731660E-01,-1.5793457E+00
4.731756E-01,-1.5793762E+00
4.731852E-01,-1.5795288E+00
4.731948E-01,-1.5794678E+00
4.732044E-01,-1.5795288E+00
4.732140E-01,-1.5794983E+00
4.732236E-01,-1.5793762E+00
4.732332E-01,-1.5794067E+00
4.732428E-01,-1.5793457E+00
4.732524E-01,-1.5792236E+00
4.732620E-01,-1.5792847E+00
4.732716E-01,-1.5792236E+00
4.732812E-01,-1.5792542E+00
4.732908E-01,-1.5794983E+00
4.733004E-01,-1.5793762E+00
4.733100E-01,-1.5794067E+00
4.733196E-01,-1.5794678E+00
4.733292E-01,-1.5794678E+00
4.733388E-01,-1.5794983E+00
4.733484E-01,-1.5794067E+00
4.733580E-01,-1.5793762E+00
4.733676E-01,-1.5794067E+00
4.733772E-01,-1.5794373E+00
4.733868E-01,-1.5793762E+00
4.733964E-01,-1.5793152E+00
4.734060E-01,-1.5792847E+00
4.734156E-01,-1.5792542E+00
4.734252E-01,-1.5794067E+00
4.734348E-01,-1.5793457E+00
4.734444E-01,-1.5792847E+00
4.734540E-01,-1.5793457E+00
4.734636E-01,-1.5794067E+00
4.734732E-01,-1.5793762E+00
4.734828E-01,-1.5794373E+00
4.734924E-01,-1.5794373E+00
4.735020E-01,-1.5794983E+00
4.735116E-01,-1.5794678E+00
4.735212E-01,-1.5794373E+00
4.735308E-01,-1.5794067E+00
4.735404E-01,-1.5793762E+00
4.735500E-01,-1.5794678E+00
4.735596E-01,-1.5795898E+00
4.735692E-01,-1.5794373E+00
4.735788E-01,-1.5792236E+00
4.735884E-01,-1.5791931E+00
4.735980E-01,-1.5792542E+00
4.736076E-01,-1.5793457E+00
4.736172E-01,-1.5793762E+00
4.736268E-01,-1.5794067E+00
4.736364E-01,-1.5793762E+00
4.736460E-01,-1.5793152E+00
4.736556E-01,-1.5793457E+00
4.736652E-01,-1.5792542E+00
4.736748E-01,-1.5791321E+00
4.736844E-01,-1.5792236E+00
4.736940E-01,-1.5794067E+00
4.737036E-01,-1.5795288E+00
4.737132E-01,-1.5794983E+00
4.737228E-01,-1.5794983E+00
4.737324E-01,-1.5794983E+00
4.737420E-01,-1.5793762E+00
4.737516E-01,-1.5793457E+00
4.737612E-01,-1.5793457E+00
4.737708E-01,-1.5793762E+00
4.737804E-01,-1.5795593E+00
4.737900E-01,-1.5794067E+00
4.737996E-01,-1.5794067E+00
4.738092E-01,-1.5794983E+00
4.738188E-01,-1.5794678E+00
4.738284E-01,-1.5794983E+00
4.738380E-01,-1.5795593E+00
4.738476E-01,-1.5795593E+00
4.738572E-01,-1.5795288E+00
4.738668E-01,-1.5794983E+00
4.738764E-01,-1.5794373E+00
4.738860E-01,-1.5794678E+00
4.738956E-01,-1.5794067E+00
4.739052E-01,-1.5794067E+00
4.739148E-01,-1.5795288E+00
4.739244E-01,-1.5795288E+00
4.739340E-01,-1.5794983E+00
4.739436E-01,-1.5795593E+00
4.739532E-01,-1.5795593E+00
4.739628E-01,-1.5794678E+00
4.739724E-01,-1.5795898E+00
4.739820E-01,-1.5795593E+00
4.739916E-01,-1.5796509E+00
4.740012E-01,-1.5795593E+00
4.740108E-01,-1.5792847E+00
4.740204E-01,-1.5793762E+00
4.740300E-01,-1.5794067E+00
4.740396E-01,-1.5793457E+00
4.740492E-01,-1.5793152E+00
4.740588E-01,-1.5793457E+00
4.740684E-01,-1.5793457E+00
4.740780E-01,-1.5793762E+00
4.740876E-01,-1.5793457E+00
4.740972E-01,-1.5794678E+00
4.741068E-01,-1.5795593E+00
4.741164E-01,-1.5794678E+00
4.741260E-01,-1.5795593E+00
4.741356E-01,-1.5795288E+00
4.741452E-01,-1.5793762E+00
4.741548E-01,-1.5794373E+00
4.741644E-01,-1.5794678E+00
4.741740E-01,-1.5794983E+00
4.741836E-01,-1.5794373E+00
4.741932E-01,-1.5793762E+00
4.742028E-01,-1.5794678E+00
4.742124E-01,-1.5796204E+00
4.742220E-01,-1.5795898E+00
4.742316E-01,-1.5796204E+00
4.742412E-01,-1.5794983E+00
4.742508E-01,-1.5794678E+00
4.742604E-01,-1.5794983E+00
4.742700E-01,-1.5794373E+00
4.742796E-01,-1.5795593E+00
4.742892E-01,-1.5795593E+00
4.742988E-01,-1.5794983E+00
4.743084E-01,-1.5795593E+00
4.743180E-01,-1.5795288E+00
4.743276E-01,-1.5794067E+00
4.743372E-01,-1.5794067E+00
4.743468E-01,-1.5794067E+00
4.743564E-01,-1.5792847E+00
4.743660E-01,-1.5794373E+00
4.743756E-01,-1.5794678E+00
4.743852E-01,-1.5795593E+00
4.743948E-01,-1.5794983E+00
4.744044E-01,-1.5794678E+00
4.744140E-01,-1.5794983E+00
4.744236E-01,-1.5794067E+00
4.744332E-01,-1.5795593E+00
4.744428E-01,-1.5794678E+00
4.744524E-01,-1.5794067E+00
4.744620E-01,-1.5793762E+00
4.744716E-01,-1.5793457E+00
4.744812E-01,-1.5794373E+00
4.744908E-01,-1.5793762E+00
4.745004E-01,-1.5794067E+00
4.745100E-01,-1.5793762E+00
4.745196E-01,-1.5794067E+00
4.745292E-01,-1.5793762E+00
4.745388E-01,-1.5794067E+00
4.745484E-01,-1.5794983E+00
4.745580E-01,-1.5794373E+00
4.745676E-01,-1.5794067E+00
4.745772E-01,-1.5794373E+00
4.745868E-01,-1.5794067E+00
4.745964E-01,-1.5794067E+00
4.746060E-01,-1.5796204E+00
4.746156E-01,-1.5795593E+00
4.746252E-01,-1.5794983E+00
4.746348E-01,-1.5793762E+00
4.746444E-01,-1.5794373E+00
4.746540E-01,-1.5794067E+00
4.746636E-01,-1.5792236E+00
4.746732E-01,-1.5793762E+00
4.746828E-01,-1.5793457E+00
4.746924E-01,-1.5794067E+00
4.747020E-01,-1.5794373E+00
4.747116E-01,-1.5793762E+00
4.747212E-01,-1.5793457E+00
4.747308E-01,-1.5793762E+00
4.747404E-01,-1.5793762E+00
4.747500E-01,-1.5792847E+00
4.747596E-01,-1.5793762E+00
4.747692E-01,-1.5793457E+00
4.747788E-01,-1.5793457E+00
4.747884E-01,-1.5794067E+00
4.747980E-01,-1.5792542E+00
4.748076E-01,-1.5793762E+00
4.748172E-01,-1.5793457E+00
4.748268E-01,-1.5793152E+00
