in s,M2 in V
-2.079540E-01,-1.5797119E+00
-2.079444E-01,-1.5794983E+00
-2.079348E-01,-1.5795593E+00
-2.079252E-01,-1.5794983E+00
-2.079156E-01,-1.5793457E+00
-2.079060E-01,-1.5794373E+00
-2.078964E-01,-1.5794983E+00
-2.078868E-01,-1.5796204E+00
-2.078772E-01,-1.5797424E+00
-2.078676E-01,-1.5796204E+00
-2.078580E-01,-1.5797119E+00
-2.078484E-01,-1.5796814E+00
-2.078388E-01,-1.5794983E+00
-2.078292E-01,-1.5793762E+00
-2.078196E-01,-1.5794373E+00
-2.078100E-01,-1.5793152E+00
-2.078004E-01,-1.5791931E+00
-2.077908E-01,-1.5792847E+00
-2.077812E-01,-1.5792236E+00
-2.077716E-01,-1.5792542E+00
-2.077620E-01,-1.5794067E+00
-2.077524E-01,-1.5794373E+00
-2.077428E-01,-1.5795593E+00
-2.077332E-01,-1.5796509E+00
-2.077236E-01,-1.5795898E+00
-2.077140E-01,-1.5795593E+00
-2.077044E-01,-1.5795288E+00
-2.076948E-01,-1.5795288E+00
-2.076852E-01,-1.5794678E+00
-2.076756E-01,-1.5794067E+00
-2.076660E-01,-1.5794678E+00
-2.076564E-01,-1.5794678E+00
-2.076468E-01,-1.5794067E+00
-2.076372E-01,-1.5794678E+00
-2.076276E-01,-1.5795898E+00
-2.076180E-01,-1.5795288E+00
-2.076084E-01,-1.5794678E+00
-2.075988E-01,-1.5793762E+00
-2.075892E-01,-1.5795898E+00
-2.075796E-01,-1.5794678E+00
-2.075700E-01,-1.5795593E+00
-2.075604E-01,-1.5795898E+00
-2.075508E-01,-1.5795288E+00
-2.075412E-01,-1.5794678E+00
-2.075316E-01,-1.5794983E+00
-2.075220E-01,-1.5794983E+00
-2.075124E-01,-1.5795898E+00
-2.075028E-01,-1.5795288E+00
-2.074932E-01,-1.5793152E+00
-2.074836E-01,-1.5792542E+00
-2.074740E-01,-1.5793152E+00
-2.074644E-01,-1.5792236E+00
-2.074548E-01,-1.5793152E+00
-2.074452E-01,-1.5794067E+00
-2.074356E-01,-1.5793762E+00
-2.074260E-01,-1.5794067E+00
-2.074164E-01,-1.5794067E+00
-2.074068E-01,-1.5794067E+00
-2.073972E-01,-1.5795288E+00
-2.073876E-01,-1.5795288E+00
-2.073780E-01,-1.5795288E+00
-2.073684E-01,-1.5794983E+00
-2.073588E-01,-1.5794373E+00
-2.073492E-01,-1.5794067E+00
-2.073396E-01,-1.5793457E+00
-2.073300E-01,-1.5794373E+00
-2.073204E-01,-1.5795288E+00
-2.073108E-01,-1.5795288E+00
-2.073012E-01,-1.5794983E+00
-2.072916E-01,-1.5796814E+00
-2.072820E-01,-1.5796204E+00
-2.072724E-01,-1.5795898E+00
-2.072628E-01,-1.5795593E+00
-2.072532E-01,-1.5795593E+00
-2.072436E-01,-1.5794373E+00
-2.072340E-01,-1.5794678E+00
-2.072244E-01,-1.5794067E+00
-2.072148E-01,-1.5795288E+00
-2.072052E-01,-1.5795593E+00
-2.071956E-01,-1.5795288E+00
-2.071860E-01,-1.5794678E+00
-2.071764E-01,-1.5794678E+00
-2.071668E-01,-1.5793762E+00
-2.071572E-01,-1.5794678E+00
-2.071476E-01,-1.5794983E+00
-2.071380E-01,-1.5794373E+00
-2.071284E-01,-1.5794373E+00
-2.071188E-01,-1.5794983E+00
-2.071092E-01,-1.5794678E+00
-2.070996E-01,-1.5794373E+00
-2.070900E-01,-1.5794067E+00
-2.070804E-01,-1.5794373E+00
-2.070708E-01,-1.5794373E+00
-2.070612E-01,-1.5794373E+00
-2.070516E-01,-1.5793457E+00
-2.070420E-01,-1.5794678E+00
-2.070324E-01,-1.5794678E+00
-2.070228E-01,-1.5794678E+00
-2.070132E-01,-1.5796204E+00
-2.070036E-01,-1.5796814E+00
-2.069940E-01,-1.5796204E+00
-2.069844E-01,-1.5794678E+00
-2.069748E-01,-1.5794983E+00
-2.069652E-01,-1.5795593E+00
-2.069556E-01,-1.5794067E+00
-2.069460E-01,-1.5794067E+00
-2.069364E-01,-1.5794373E+00
-2.069268E-01,-1.5793457E+00
-2.069172E-01,-1.5794373E+00
-2.069076E-01,-1.5793762E+00
-2.068980E-01,-1.5793762E+00
-2.068884E-01,-1.5794067E+00
-2.068788E-01,-1.5794983E+00
-2.068692E-01,-1.5795898E+00
-2.068596E-01,-1.5796814E+00
-2.068500E-01,-1.5795898E+00
-2.068404E-01,-1.5794373E+00
-2.068308E-01,-1.5794067E+00
-2.068212E-01,-1.5794373E+00
-2.068116E-01,-1.5794983E+00
-2.068020E-01,-1.5793762E+00
-2.067924E-01,-1.5795288E+00
-2.067828E-01,-1.5794678E+00
-2.067732E-01,-1.5794678E+00
-2.067636E-01,-1.5795898E+00
-2.067540E-01,-1.5795593E+00
-2.067444E-01,-1.5794373E+00
-2.067348E-01,-1.5794983E+00
-2.067252E-01,-1.5794678E+00
-2.067156E-01,-1.5793457E+00
-2.067060E-01,-1.5793152E+00
-2.066964E-01,-1.5793762E+00
-2.066868E-01,-1.5793457E+00
-2.066772E-01,-1.5793762E+00
-2.066676E-01,-1.5794983E+00
-2.066580E-01,-1.5794067E+00
-2.066484E-01,-1.5794067E+00
-2.066388E-01,-1.5794983E+00
-2.066292E-01,-1.5794373E+00
-2.066196E-01,-1.5794067E+00
-2.066100E-01,-1.5794373E+00
-2.066004E-01,-1.5794067E+00
-2.065908E-01,-1.5795593E+00
-2.065812E-01,-1.5794983E+00
-2.065716E-01,-1.5795288E+00
-2.065620E-01,-1.5795593E+00
-2.065524E-01,-1.5794983E+00
-2.065428E-01,-1.5794983E+00
-2.065332E-01,-1.5794678E+00
-2.065236E-01,-1.5796509E+00
-2.065140E-01,-1.5795898E+00
-2.065044E-01,-1.5795593E+00
-2.064948E-01,-1.5796204E+00
-2.064852E-01,-1.5795898E+00
-2.064756E-01,-1.5794678E+00
-2.064660E-01,-1.5795593E+00
-2.064564E-01,-1.5795593E+00
-2.064468E-01,-1.5795898E+00
-2.064372E-01,-1.5795593E+00
-2.064276E-01,-1.5794983E+00
-2.064180E-01,-1.5794373E+00
-2.064084E-01,-1.5794373E+00
-2.063988E-01,-1.5793762E+00
-2.063892E-01,-1.5796204E+00
-2.063796E-01,-1.5795593E+00
-2.063700E-01,-1.5795593E+00
-2.063604E-01,-1.5795593E+00
-2.063508E-01,-1.5796814E+00
-2.063412E-01,-1.5796204E+00
-2.063316E-01,-1.5795593E+00
-2.063220E-01,-1.5794983E+00
-2.063124E-01,-1.5796204E+00
-2.063028E-01,-1.5795593E+00
-2.062932E-01,-1.5794678E+00
-2.062836E-01,-1.5794983E+00
-2.062740E-01,-1.5794678E+00
-2.062644E-01,-1.5794373E+00
-2.062548E-01,-1.5795288E+00
-2.062452E-01,-1.5794678E+00
-2.062356E-01,-1.5795593E+00
-2.062260E-01,-1.5796509E+00
-2.062164E-01,-1.5796814E+00
-2.062068E-01,-1.5797119E+00
-2.061972E-01,-1.5796814E+00
-2.061876E-01,-1.5795288E+00
-2.061780E-01,-1.5794373E+00
-2.061684E-01,-1.5794067E+00
-2.061588E-01,-1.5794067E+00
-2.061492E-01,-1.5792847E+00
-2.061396E-01,-1.5793762E+00
-2.061300E-01,-1.5792847E+00
-2.061204E-01,-1.5794678E+00
-2.061108E-01,-1.5794373E+00
-2.061012E-01,-1.5794373E+00
-2.060916E-01,-1.5794373E+00
-2.060820E-01,-1.5795288E+00
-2.060724E-01,-1.5794983E+00
-2.060628E-01,-1.5794067E+00
-2.060532E-01,-1.5793762E+00
-2.060436E-01,-1.5794373E+00
-2.060340E-01,-1.5795288E+00
-2.060244E-01,-1.5796204E+00
-2.060148E-01,-1.5794983E+00
-2.060052E-01,-1.5796204E+00
-2.059956E-01,-1.5795898E+00
-2.059860E-01,-1.5795288E+00
-2.059764E-01,-1.5795898E+00
-2.059668E-01,-1.5795898E+00
-2.059572E-01,-1.5794067E+00
-2.059476E-01,-1.5794067E+00
-2.059380E-01,-1.5794983E+00
-2.059284E-01,-1.5794373E+00
-2.059188E-01,-1.5794983E+00
-2.059092E-01,-1.5793762E+00
-2.058996E-01,-1.5794983E+00
-2.058900E-01,-1.5795593E+00
-2.058804E-01,-1.5794678E+00
-2.058708E-01,-1.5794678E+00
-2.058612E-01,-1.5794373E+00
-2.058516E-01,-1.5794067E+00
-2.058420E-01,-1.5793762E+00
-2.058324E-01,-1.5794678E+00
-2.058228E-01,-1.5795288E+00
-2.058132E-01,-1.5795898E+00
-2.058036E-01,-1.5794067E+00
-2.057940E-01,-1.5794067E+00
-2.057844E-01,-1.5793457E+00
-2.057748E-01,-1.5794678E+00
-2.057652E-01,-1.5794678E+00
-2.057556E-01,-1.5795898E+00
-2.057460E-01,-1.5796204E+00
-2.057364E-01,-1.5796509E+00
-2.057268E-01,-1.5795898E+00
-2.057172E-01,-1.5796509E+00
-2.057076E-01,-1.5795898E+00
-2.056980E-01,-1.5795288E+00
-2.056884E-01,-1.5795593E+00
-2.056788E-01,-1.5795593E+00
-2.056692E-01,-1.5793457E+00
-2.056596E-01,-1.5795288E+00
-2.056500E-01,-1.5795593E+00
-2.056404E-01,-1.5795593E+00
-2.056308E-01,-1.5795288E+00
-2.056212E-01,-1.5796509E+00
-2.056116E-01,-1.5796814E+00
-2.056020E-01,-1.5795593E+00
-2.055924E-01,-1.5795288E+00
-2.055828E-01,-1.5794067E+00
-2.055732E-01,-1.5794067E+00
-2.055636E-01,-1.5793152E+00
-2.055540E-01,-1.5794067E+00
-2.055444E-01,-1.5793762E+00
-2.055348E-01,-1.5795288E+00
-2.055252E-01,-1.5795898E+00
-2.055156E-01,-1.5797729E+00
-2.055060E-01,-1.5796204E+00
-2.054964E-01,-1.5797119E+00
-2.054868E-01,-1.5796204E+00
-2.054772E-01,-1.5796509E+00
-2.054676E-01,-1.5795898E+00
-2.054580E-01,-1.5795593E+00
-2.054484E-01,-1.5795898E+00
-2.054388E-01,-1.5794983E+00
-2.054292E-01,-1.5794983E+00
-2.054196E-01,-1.5794983E+00
-2.054100E-01,-1.5795288E+00
-2.054004E-01,-1.5795593E+00
-2.053908E-01,-1.5795593E+00
-2.053812E-01,-1.5795593E+00
-2.053716E-01,-1.5795288E+00
-2.053620E-01,-1.5794373E+00
-2.053524E-01,-1.5793457E+00
-2.053428E-01,-1.5793152E+00
-2.053332E-01,-1.5794067E+00
-2.053236E-01,-1.5794983E+00
-2.053140E-01,-1.5794983E+00
-2.053044E-01,-1.5796509E+00
-2.052948E-01,-1.5794983E+00
-2.052852E-01,-1.5795288E+00
-2.052756E-01,-1.5797424E+00
-2.052660E-01,-1.5795288E+00
-2.052564E-01,-1.5795288E+00
-2.052468E-01,-1.5795593E+00
-2.052372E-01,-1.5795898E+00
-2.052276E-01,-1.5795593E+00
-2.052180E-01,-1.5795288E+00
-2.052084E-01,-1.5795288E+00
-2.051988E-01,-1.5796204E+00
-2.051892E-01,-1.5795898E+00
-2.051796E-01,-1.5795288E+00
-2.051700E-01,-1.5796814E+00
-2.051604E-01,-1.5796204E+00
-2.051508E-01,-1.5794678E+00
-2.051412E-01,-1.5795288E+00
-2.051316E-01,-1.5794983E+00
-2.051220E-01,-1.5794067E+00
-2.051124E-01,-1.5794678E+00
-2.051028E-01,-1.5794373E+00
-2.050932E-01,-1.5796204E+00
-2.050836E-01,-1.5795593E+00
-2.050740E-01,-1.5796204E+00
-2.050644E-01,-1.5796204E+00
-2.050548E-01,-1.5795898E+00
-2.050452E-01,-1.5794373E+00
-2.050356E-01,-1.5794983E+00
-2.050260E-01,-1.5794983E+00
-2.050164E-01,-1.5794983E+00
-2.050068E-01,-1.5794678E+00
-2.049972E-01,-1.5794983E+00
-2.049876E-01,-1.5794678E+00
-2.049780E-01,-1.5795288E+00
-2.049684E-01,-1.5794983E+00
-2.049588E-01,-1.5795593E+00
-2.049492E-01,-1.5794678E+00
-2.049396E-01,-1.5795288E+00
-2.049300E-01,-1.5795593E+00
-2.049204E-01,-1.5795593E+00
-2.049108E-01,-1.5794983E+00
-2.049012E-01,-1.5795593E+00
-2.048916E-01,-1.5795593E+00
-2.048820E-01,-1.5794983E+00
-2.048724E-01,-1.5794983E+00
-2.048628E-01,-1.5795593E+00
-2.048532E-01,-1.5794983E+00
-2.048436E-01,-1.5794983E+00
-2.048340E-01,-1.5794678E+00
-2.048244E-01,-1.5794067E+00
-2.048148E-01,-1.5793762E+00
-2.048052E-01,-1.5794067E+00
-2.047956E-01,-1.5793152E+00
-2.047860E-01,-1.5795898E+00
-2.047764E-01,-1.5794678E+00
-2.047668E-01,-1.5795593E+00
-2.047572E-01,-1.5795593E+00
-2.047476E-01,-1.5794067E+00
-2.047380E-01,-1.5794678E+00
-2.047284E-01,-1.5794983E+00
-2.047188E-01,-1.5794678E+00
-2.047092E-01,-1.5794678E+00
-2.046996E-01,-1.5794067E+00
-2.046900E-01,-1.5794067E+00
-2.046804E-01,-1.5793457E+00
-2.046708E-01,-1.5794373E+00
-2.046612E-01,-1.5794373E+00
-2.046516E-01,-1.5795288E+00
-2.046420E-01,-1.5795593E+00
-2.046324E-01,-1.5794983E+00
-2.046228E-01,-1.5794373E+00
-2.046132E-01,-1.5795593E+00
-2.046036E-01,-1.5794067E+00
-2.045940E-01,-1.5795898E+00
-2.045844E-01,-1.5794678E+00
-2.045748E-01,-1.5794678E+00
-2.045652E-01,-1.5794983E+00
-2.045556E-01,-1.5795593E+00
-2.045460E-01,-1.5795288E+00
-2.045364E-01,-1.5795593E+00
-2.045268E-01,-1.5793762E+00
-2.045172E-01,-1.5793762E+00
-2.045076E-01,-1.5793762E+00
-2.044980E-01,-1.5793762E+00
-2.044884E-01,-1.5794983E+00
-2.044788E-01,-1.5795288E+00
-2.044692E-01,-1.5794983E+00
-2.044596E-01,-1.5794678E+00
-2.044500E-01,-1.5794678E+00
-2.044404E-01,-1.5794678E+00
-2.044308E-01,-1.5793457E+00
-2.044212E-01,-1.5793152E+00
-2.044116E-01,-1.5793457E+00
-2.044020E-01,-1.5792847E+00
-2.043924E-01,-1.5793152E+00
-2.043828E-01,-1.5794373E+00
-2.043732E-01,-1.5795288E+00
-2.043636E-01,-1.5794983E+00
-2.043540E-01,-1.5795288E+00
-2.043444E-01,-1.5795288E+00
-2.043348E-01,-1.5795593E+00
-2.043252E-01,-1.5794983E+00
-2.043156E-01,-1.5795593E+00
-2.043060E-01,-1.5794678E+00
-2.042964E-01,-1.5794373E+00
-2.042868E-01,-1.5795288E+00
-2.042772E-01,-1.5792542E+00
-2.042676E-01,-1.5793762E+00
-2.042580E-01,-1.5794983E+00
-2.042484E-01,-1.5795593E+00
-2.042388E-01,-1.5794983E+00
-2.042292E-01,-1.5794373E+00
-2.042196E-01,-1.5795288E+00
-2.042100E-01,-1.5794067E+00
-2.042004E-01,-1.5794678E+00
-2.041908E-01,-1.5794373E+00
-2.041812E-01,-1.5793152E+00
-2.041716E-01,-1.5793457E+00
-2.041620E-01,-1.5792847E+00
-2.041524E-01,-1.5792847E+00
-2.041428E-01,-1.5794067E+00
-2.041332E-01,-1.5793762E+00
-2.041236E-01,-1.5794983E+00
-2.041140E-01,-1.5796509E+00
-2.041044E-01,-1.5795898E+00
-2.040948E-01,-1.5795593E+00
-2.040852E-01,-1.5795593E+00
-2.040756E-01,-1.5795898E+00
-2.040660E-01,-1.5796509E+00
-2.040564E-01,-1.5795593E+00
-2.040468E-01,-1.5794678E+00
-2.040372E-01,-1.5794678E+00
-2.040276E-01,-1.5795288E+00
-2.040180E-01,-1.5795288E+00
-2.040084E-01,-1.5794678E+00
-2.039988E-01,-1.5793152E+00
-2.039892E-01,-1.5793457E+00
-2.039796E-01,-1.5792847E+00
-2.039700E-01,-1.5794373E+00
-2.039604E-01,-1.5793762E+00
-2.039508E-01,-1.5794067E+00
-2.039412E-01,-1.5794067E+00
-2.039316E-01,-1.5794373E+00
-2.039220E-01,-1.5794678E+00
-2.039124E-01,-1.5796509E+00
-2.039028E-01,-1.5795898E+00
-2.038932E-01,-1.5796204E+00
-2.038836E-01,-1.5795898E+00
-2.038740E-01,-1.5796509E+00
-2.038644E-01,-1.5794983E+00
-2.038548E-01,-1.5796204E+00
-2.038452E-01,-1.5794067E+00
-2.038356E-01,-1.5794983E+00
-2.038260E-01,-1.5794678E+00
-2.038164E-01,-1.5795288E+00
-2.038068E-01,-1.5794373E+00
-2.037972E-01,-1.5795288E+00
-2.037876E-01,-1.5795898E+00
-2.037780E-01,-1.5794678E+00
-2.037684E-01,-1.5794983E+00
-2.037588E-01,-1.5794373E+00
-2.037492E-01,-1.5794983E+00
-2.037396E-01,-1.5794983E+00
-2.037300E-01,-1.5794067E+00
-2.037204E-01,-1.5793152E+00
-2.037108E-01,-1.5794678E+00
-2.037012E-01,-1.5794983E+00
-2.036916E-01,-1.5794678E+00
-2.036820E-01,-1.5795288E+00
-2.036724E-01,-1.5795288E+00
-2.036628E-01,-1.5797119E+00
-2.036532E-01,-1.5797119E+00
-2.036436E-01,-1.5794983E+00
-2.036340E-01,-1.5795288E+00
-2.036244E-01,-1.5794678E+00
-2.036148E-01,-1.5794678E+00
-2.036052E-01,-1.5795288E+00
-2.035956E-01,-1.5794067E+00
-2.035860E-01,-1.5794067E+00
-2.035764E-01,-1.5793762E+00
-2.035668E-01,-1.5795288E+00
-2.035572E-01,-1.5795593E+00
-2.035476E-01,-1.5795898E+00
-2.035380E-01,-1.5795898E+00
-2.035284E-01,-1.5796814E+00
-2.035188E-01,-1.5797424E+00
-2.035092E-01,-1.5795593E+00
-2.034996E-01,-1.5795288E+00
-2.034900E-01,-1.5795898E+00
-2.034804E-01,-1.5796204E+00
-2.034708E-01,-1.5795288E+00
-2.034612E-01,-1.5794678E+00
-2.034516E-01,-1.5793762E+00
-2.034420E-01,-1.5793152E+00
-2.034324E-01,-1.5794373E+00
-2.034228E-01,-1.5795288E+00
-2.034132E-01,-1.5794373E+00
-2.034036E-01,-1.5794983E+00
-2.033940E-01,-1.5794678E+00
-2.033844E-01,-1.5795898E+00
-2.033748E-01,-1.5797424E+00
-2.033652E-01,-1.5796204E+00
-2.033556E-01,-1.5795593E+00
-2.033460E-01,-1.5795593E+00
-2.033364E-01,-1.5795898E+00
-2.033268E-01,-1.5795898E+00
-2.033172E-01,-1.5795898E+00
-2.033076E-01,-1.5796509E+00
-2.032980E-01,-1.5796509E+00
-2.032884E-01,-1.5795593E+00
-2.032788E-01,-1.5796814E+00
-2.032692E-01,-1.5796204E+00
-2.032596E-01,-1.5795288E+00
-2.032500E-01,-1.5795593E+00
-2.032404E-01,-1.5794678E+00
-2.032308E-01,-1.5793457E+00
-2.032212E-01,-1.5794373E+00
-2.032116E-01,-1.5794983E+00
-2.032020E-01,-1.5794678E+00
-2.031924E-01,-1.5794678E+00
-2.031828E-01,-1.5793457E+00
-2.031732E-01,-1.5794678E+00
-2.031636E-01,-1.5796204E+00
-2.031540E-01,-1.5795898E+00
-2.031444E-01,-1.5796204E+00
-2.031348E-01,-1.5796814E+00
-2.031252E-01,-1.5796509E+00
-2.031156E-01,-1.5795288E+00
-2.031060E-01,-1.5794373E+00
-2.030964E-01,-1.5795593E+00
-2.030868E-01,-1.5796204E+00
-2.030772E-01,-1.5796204E+00
-2.030676E-01,-1.5796204E+00
-2.030580E-01,-1.5794983E+00
-2.030484E-01,-1.5795593E+00
-2.030388E-01,-1.5795898E+00
-2.030292E-01,-1.5794678E+00
-2.030196E-01,-1.5794373E+00
-2.030100E-01,-1.5793457E+00
-2.030004E-01,-1.5794067E+00
-2.029908E-01,-1.5794067E+00
-2.029812E-01,-1.5794067E+00
-2.029716E-01,-1.5793457E+00
-2.029620E-01,-1.5794373E+00
-2.029524E-01,-1.5793457E+00
-2.029428E-01,-1.5793457E+00
-2.029332E-01,-1.5794983E+00
-2.029236E-01,-1.5795898E+00
-2.029140E-01,-1.5795898E+00
-2.029044E-01,-1.5796204E+00
-2.028948E-01,-1.5795898E+00
-2.028852E-01,-1.5796204E+00
-2.028756E-01,-1.5795898E+00
-2.028660E-01,-1.5797424E+00
-2.028564E-01,-1.5795593E+00
-2.028468E-01,-1.5795898E+00
-2.028372E-01,-1.5795898E+00
-2.028276E-01,-1.5795898E+00
-2.028180E-01,-1.5795898E+00
-2.028084E-01,-1.5796204E+00
-2.027988E-01,-1.5795288E+00
-2.027892E-01,-1.5794983E+00
-2.027796E-01,-1.5793762E+00
-2.027700E-01,-1.5795593E+00
-2.027604E-01,-1.5795288E+00
-2.027508E-01,-1.5795288E+00
-2.027412E-01,-1.5794678E+00
-2.027316E-01,-1.5795288E+00
-2.027220E-01,-1.5796204E+00
-2.027124E-01,-1.5795593E+00
-2.027028E-01,-1.5795898E+00
-2.026932E-01,-1.5794067E+00
-2.026836E-01,-1.5793457E+00
-2.026740E-01,-1.5793457E+00
-2.026644E-01,-1.5793762E+00
-2.026548E-01,-1.5794067E+00
-2.026452E-01,-1.5794373E+00
-2.026356E-01,-1.5793762E+00
-2.026260E-01,-1.5794678E+00
-2.026164E-01,-1.5794983E+00
-2.026068E-01,-1.5794373E+00
-2.025972E-01,-1.5794373E+00
-2.025876E-01,-1.5793762E+00
-2.025780E-01,-1.5793152E+00
-2.025684E-01,-1.5793762E+00
-2.025588E-01,-1.5795593E+00
-2.025492E-01,-1.5793762E+00
-2.025396E-01,-1.5794373E+00
-2.025300E-01,-1.5794983E+00
-2.025204E-01,-1.5795288E+00
-2.025108E-01,-1.5796204E+00
-2.025012E-01,-1.5794983E+00
-2.024916E-01,-1.5795898E+00
-2.024820E-01,-1.5795898E+00
-2.024724E-01,-1.5794983E+00
-2.024628E-01,-1.5793457E+00
-2.024532E-01,-1.5793152E+00
-2.024436E-01,-1.5793152E+00
-2.024340E-01,-1.5793152E+00
-2.024244E-01,-1.5794373E+00
-2.024148E-01,-1.5794678E+00
-2.024052E-01,-1.5794983E+00
-2.023956E-01,-1.5795898E+00
-2.023860E-01,-1.5795593E+00
-2.023764E-01,-1.5793762E+00
-2.023668E-01,-1.5793152E+00
-2.023572E-01,-1.5792542E+00
-2.023476E-01,-1.5792847E+00
-2.023380E-01,-1.5794373E+00
-2.023284E-01,-1.5794373E+00
-2.023188E-01,-1.5794983E+00
-2.023092E-01,-1.5794983E+00
-2.022996E-01,-1.5795288E+00
-2.022900E-01,-1.5794067E+00
-2.022804E-01,-1.5794983E+00
-2.022708E-01,-1.5794373E+00
-2.022612E-01,-1.5793457E+00
-2.022516E-01,-1.5793762E+00
-2.022420E-01,-1.5793152E+00
-2.022324E-01,-1.5792236E+00
-2.022228E-01,-1.5792847E+00
-2.022132E-01,-1.5794678E+00
-2.022036E-01,-1.5794373E+00
-2.021940E-01,-1.5795593E+00
-2.021844E-01,-1.5795288E+00
-2.021748E-01,-1.5796204E+00
-2.021652E-01,-1.5795593E+00
-2.021556E-01,-1.5797119E+00
-2.021460E-01,-1.5795898E+00
-2.021364E-01,-1.5793152E+00
-2.021268E-01,-1.5793457E+00
-2.021172E-01,-1.5793152E+00
-2.021076E-01,-1.5792236E+00
-2.020980E-01,-1.5794067E+00
-2.020884E-01,-1.5794678E+00
-2.020788E-01,-1.5794678E+00
-2.020692E-01,-1.5794067E+00
-2.020596E-01,-1.5794067E+00
-2.020500E-01,-1.5793152E+00
-2.020404E-01,-1.5793762E+00
-2.020308E-01,-1.5794373E+00
-2.020212E-01,-1.5793152E+00
-2.020116E-01,-1.5793457E+00
-2.020020E-01,-1.5794067E+00
-2.019924E-01,-1.5794678E+00
-2.019828E-01,-1.5794678E+00
-2.019732E-01,-1.5794067E+00
-2.019636E-01,-1.5795288E+00
-2.019540E-01,-1.5795898E+00
-2.019444E-01,-1.5795593E+00
-2.019348E-01,-1.5796509E+00
-2.019252E-01,-1.5794983E+00
-2.019156E-01,-1.5795593E+00
-2.019060E-01,-1.5795898E+00
-2.018964E-01,-1.5795288E+00
-2.018868E-01,-1.5794373E+00
-2.018772E-01,-1.5795593E+00
-2.018676E-01,-1.5795898E+00
-2.018580E-01,-1.5795288E+00
-2.018484E-01,-1.5795898E+00
-2.018388E-01,-1.5794678E+00
-2.018292E-01,-1.5795593E+00
-2.018196E-01,-1.5794067E+00
-2.018100E-01,-1.5794373E+00
-2.018004E-01,-1.5795898E+00
-2.017908E-01,-1.5794373E+00
-2.017812E-01,-1.5794678E+00
-2.017716E-01,-1.5793762E+00
-2.017620E-01,-1.5793457E+00
-2.017524E-01,-1.5793762E+00
-2.017428E-01,-1.5792847E+00
-2.017332E-01,-1.5793762E+00
-2.017236E-01,-1.5794067E+00
-2.017140E-01,-1.5795288E+00
-2.017044E-01,-1.5794373E+00
-2.016948E-01,-1.5795288E+00
-2.016852E-01,-1.5794678E+00
-2.016756E-01,-1.5794983E+00
-2.016660E-01,-1.5794983E+00
-2.016564E-01,-1.5793762E+00
-2.016468E-01,-1.5793457E+00
-2.016372E-01,-1.5794067E+00
-2.016276E-01,-1.5794373E+00
-2.016180E-01,-1.5795593E+00
-2.016084E-01,-1.5795593E+00
-2.015988E-01,-1.5793457E+00
-2.015892E-01,-1.5793762E+00
-2.015796E-01,-1.5793762E+00
-2.015700E-01,-1.5794678E+00
-2.015604E-01,-1.5794373E+00
-2.015508E-01,-1.5794373E+00
-2.015412E-01,-1.5794373E+00
-2.015316E-01,-1.5795288E+00
-2.015220E-01,-1.5795898E+00
-2.015124E-01,-1.5795593E+00
-2.015028E-01,-1.5794373E+00
-2.014932E-01,-1.5794983E+00
-2.014836E-01,-1.5795593E+00
-2.014740E-01,-1.5795593E+00
-2.014644E-01,-1.5795593E+00
-2.014548E-01,-1.5793762E+00
-2.014452E-01,-1.5794983E+00
-2.014356E-01,-1.5794678E+00
-2.014260E-01,-1.5793762E+00
-2.014164E-01,-1.5793762E+00
-2.014068E-01,-1.5794067E+00
-2.013972E-01,-1.5793762E+00
-2.013876E-01,-1.5795898E+00
-2.013780E-01,-1.5796204E+00
-2.013684E-01,-1.5795288E+00
-2.013588E-01,-1.5795898E+00
-2.013492E-01,-1.5796204E+00
-2.013396E-01,-1.5794983E+00
-2.013300E-01,-1.5795898E+00
-2.013204E-01,-1.5796509E+00
-2.013108E-01,-1.5794983E+00
-2.013012E-01,-1.5793457E+00
-2.012916E-01,-1.5793152E+00
-2.012820E-01,-1.5794373E+00
-2.012724E-01,-1.5794373E+00
-2.012628E-01,-1.5794678E+00
-2.012532E-01,-1.5794983E+00
-2.012436E-01,-1.5795898E+00
-2.012340E-01,-1.5796814E+00
-2.012244E-01,-1.5796204E+00
-2.012148E-01,-1.5795593E+00
-2.012052E-01,-1.5796204E+00
-2.011956E-01,-1.5795288E+00
-2.011860E-01,-1.5795593E+00
-2.011764E-01,-1.5795593E+00
-2.011668E-01,-1.5797119E+00
-2.011572E-01,-1.5796509E+00
-2.011476E-01,-1.5794983E+00
-2.011380E-01,-1.5795593E+00
-2.011284E-01,-1.5796204E+00
-2.011188E-01,-1.5796204E+00
-2.011092E-01,-1.5797119E+00
-2.010996E-01,-1.5795898E+00
-2.010900E-01,-1.5795898E+00
-2.010804E-01,-1.5795593E+00
-2.010708E-01,-1.5795288E+00
-2.010612E-01,-1.5795288E+00
-2.010516E-01,-1.5794678E+00
-2.010420E-01,-1.5794983E+00
-2.010324E-01,-1.5795593E+00
-2.010228E-01,-1.5796204E+00
-2.010132E-01,-1.5794983E+00
-2.010036E-01,-1.5794678E+00
-2.009940E-01,-1.5795593E+00
-2.009844E-01,-1.5795593E+00
-2.009748E-01,-1.5795288E+00
-2.009652E-01,-1.5794678E+00
-2.009556E-01,-1.5795593E+00
-2.009460E-01,-1.5796509E+00
-2.009364E-01,-1.5795898E+00
-2.009268E-01,-1.5796814E+00
-2.009172E-01,-1.5796814E+00
-2.009076E-01,-1.5796509E+00
-2.008980E-01,-1.5797119E+00
